BD Ticket #,Server SN,IP Address,START DATE,END DATE,Product Name,Model,RACK,FAULT TYPE,If change Part,Foxconn PN,OLD Manufacturer,OLD PN,NEW Manufacturer,NEW PN,OLD PART SN,NEW PART SN,PART POSITION,Error Description,FEEDBACK,TECH,Repair Time,Period,Status,Requester,Notes,Initial Stock Status ,FOXCONN CHINA or USA,Platform,Over time reason,HHPN
1720224,MXX3170399,fdbd:dc61:15:659::19,2024/3/21,2024/3/21,S27S2-I8VD3B-US,S520-A5,USVACT_B_DH12-J-04,FileSystem,Y,N/A,Seagate,ST18000NM003D,Seagate,ST18000NM003D,ZVT9SAYY,ZVTACRKV,9,"FS Readonly From Mount (ro,noatime)
","1. This is a ByteDance Disk Failure ticket. 2. Replaced HDD9, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/3/21,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1720224,MXX3170399,fdbd:dc61:15:659::19,2024/3/21,2024/3/21,S27S2-I8VD3B-US,S520-A5,USVACT_B_DH12-J-04,Disk,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,Disk: Lost (Unrecognized),"1. This is a ByteDance Disk Failure ticket. 2. Replaced HDD9, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/3/21,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1703634,MXX3170542,fdbd:dc61:15:675::29,2024/3/21,2024/3/21,S27S2-I8VD3B-US,S520-A5,USVACT_B_DH12-K-05,Disk,Y,N/A,Samsung,MZQL23T8HCLS-00B7C,Samsung,MZQL23T8HCLS-00B7C,S63UNG0W241778,S63UNC0W201586,nvme2n1,NVME: Lost (in System lost but in lspci exist),"1. This is a ByteDance Disk Failure ticket. 2. Replaced nvme2, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/3/21,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1710905,MXX3170911,fdbd:dc61:17:183::38,2024/3/21,2024/3/21,S27S2-I8VD3B-US,S520-A5,USVACT_D_DH11-L-12,CPU,Y,N/A,Intel,110118100-187-G,Intel,110118100-187-G,73LP889400414,73HN727700773,CPU1,Machine Check Exception ( Uncorrectable ) SensorName:CPU1_Status;Status:0x8088,"1. This is a ByteDance CPU Failure ticket. 2. Replaced CPU1, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/3/21,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1711437,MXX3170604,fdbd:dc61:15:657::28,2024/3/21,2024/3/22,S27S2-I8VD3B-US,S520-A5,USVACT_B_DH12-J-02,FAN,Y,N/A,Delta,GFM0612SS-00,Delta,GFM0612SS-00,H6FA0233M01308,H6FA0233M01172,FAN1_R_SPEED,"Speed Critical (Sensor) Speed:0.000,SensorStatus:cr; HourCount: (16) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced FAN1 and lower fan backplane, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/3/21,10~17,Confirm Closed,isaac.xu/isaac.xu,Fan Backplane needs to be replaced,,FOXCONN AMERICA,Whitley,,
1711437,MXX3170604,fdbd:dc61:15:657::28,2024/3/21,2024/3/22,S27S2-I8VD3B-US,S520-A5,USVACT_B_DH12-J-02,FAN (Backplane),Y,N/A,Foxconn,10041L800-600-G,Foxconn,10041L800-600-G,10041L800T0BHV4YZ,10041L800T0BIC34P,FAN1_F_SPEED,"Speed Critical (Sensor) Speed:0.000,SensorStatus:cr; HourCount: (16) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced FAN1 and lower fan backplane, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/Hoang Le,2024/3/22,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1806482,MXX3110612,fdbd:dc61:16:33::22,2024/3/20,2024/3/28,B16S2-I8VD2-US,G220-A5,USVACT_C_DH11-C-01,Ping (Disk),Y,N/A,Samsung,MZQL21T9HCJR-00B7C,Samsung,MZQL21T9HCJR-00B7C,S63SNC0T741794,S63SNS0TC50114,nvme0,"OS all IP unreachable Host at PXE with red indicator light, one of the disk also has red indicator light which I assume is the OS disk. The disk will need to be checked before reinstalling OS;
","1. This is a ByteDance Disk Failure ticket. 2. Replaced nvme0, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/3/25,10~17,Confirm Closed,Seth Garcia/seth.garcia,"ETA 3/26, nvme0 need replaced ; Escort says ticket is closed",,FOXCONN AMERICA,Whitley,,
1789957,MXX3130080,fdbd:dc61:16:483::50,2024/3/20,2024/3/27,B20S2-I8VD2-US,G220-A5,USVACT_C_DH13-H-03,Ping (Disk),Y,N/A,Samsung,MZQL21T9HCJR-00B7C,Samsung,MZQL21T9HCJR-00B7C,S63SNC0T745426,S63SNS0TC50117,OS all IP unreachable,"OS all IP unreachable Host at PXE with red indicator light, one of the disk also has red indicator light which I assume is the OS disk. The disk will need to be checked before reinstalling OS;
","1. This is a ByteDance Disk Failure ticket. 2. Replaced NVME0, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/3/26,10~17,Confirm Closed,Seth Garcia/seth.garcia,"ETA 3/26, nvme0 need replaced",,FOXCONN AMERICA,Whitley,,
1720266,MXX3160558,fdbd:dc61:17:183::33,2024/3/21,2024/3/22,S27S2-I8VD3B-US,S520-A5,USVACT_D_DH11-L-12,Memory,Y,N/A,Micron,MTA36ASF8G72PZ-3G2E1 235,Micron,MTA36ASF8G72PZ-3G2E1 235,S802C0F22353AF9B893,S802C0F22353AFA015B,P0_C4_D0,Uncorrectable ECC other uncorrectable memory error SensorName:P0_C4_D0_Status;Status:0x0280,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P0_C4_D0  DIMM and reseat HBA card, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/Hoang Le,2024/3/22,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1720266,MXX3160558,fdbd:dc61:17:183::33,2024/3/21,2024/3/22,S27S2-I8VD3B-US,S520-A5,USVACT_D_DH11-L-12,DiskBackplane,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MultipleDiskLost,Multiple disks are lost. possibly due to backplane or HBA or cable or disk failure MediaType:HDD;EnclosureId:0;Slot:0;DeviceName:sda;SerialNumber:4BKN5JYV;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:1;DeviceName:sdc;SerialNumber:6TGVJKLC;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:2;DeviceName:sdb;SerialNumber:2JJVY32K;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:3;DeviceName:sdd;SerialNumber:4BKPR31Z;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:4;DeviceName:sde;SerialNumber:2JJU23HD;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:5;DeviceName:sdf;SerialNumber:4BKP7WXZ;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:6;DeviceName:sdg;SerialNumber:4ZGY823V;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:7;DeviceName:sdh;SerialNumber:4ZGY64YV;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:8;DeviceName:sdi;SerialNumber:4ZGY0TUV;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:9;DeviceName:sdj;SerialNumber:4ZGXWTXV;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:10;DeviceName:sdk;SerialNumber:2JJVLEZK;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:11;DeviceName:sdl;SerialNumber:4BKPUVDZ;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:12;DeviceName:sdm;SerialNumber:6TGV51WF;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:13;DeviceName:sdn;SerialNumber:2JJVLGXK;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:14;DeviceName:sdo;SerialNumber:2JJVV0UG;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:15;DeviceName:sdp;SerialNumber:4BKM9BEV;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:16;DeviceName:sdq;SerialNumber:4BKM8T7V;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:17;DeviceName:sdr;SerialNumber:2JJW4P0K;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:18;DeviceName:sds;SerialNumber:2JJW4EZK;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:19;DeviceName:sdt;SerialNumber:2JJVYNDK;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:20;DeviceName:sdu;SerialNumber:6TGVK31C;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:21;DeviceName:sdv;SerialNumber:2JJVYLYK;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:22;DeviceName:sdw;SerialNumber:4MHLUYEZ;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:23;DeviceName:sdx;SerialNumber:2JJV85RK;Model:WUH721818ALE6L4,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P0_C4_D0  DIMM and reseat HBA card, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/Hoang Le,2024/3/22,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1825516,MXX3270076,fdbd:dc61:17:157::26,2024/3/21,2024/3/22,S27S2-I8VD3B-US,S520-A5,USVACT_D_DH11-J-20,Memory,Y,N/A,Hynix,HMAA8GR7CJR4N-XN T4 AC 250,Hynix,HMAA8GR7CJR4N-XN T4 AD 247,80AD0222502875DCBC,80AD022247285BABB4,P1_C2_D0,Uncorrectable ECC other uncorrectable memory error SensorName:P1_C2_D0_Status;Status:0x0280,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P1_C2_D0  DIMM and reseat HBA card, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/Hoang Le,2024/3/22,10~17,Confirm Closed,Patrick Cox/patrick.cox,,,FOXCONN AMERICA,Whitley,,
1825516,MXX3270076,fdbd:dc61:17:157::26,2024/3/21,2024/3/22,S27S2-I8VD3B-US,S520-A5,USVACT_D_DH11-J-20,DiskBackplane,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,MultipleDiskLost,Multiple disks are lost. possibly due to backplane or HBA or cable or disk failure MediaType:HDD;EnclosureId:0;Slot:0;DeviceName:sda;SerialNumber:6GG06X2J;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:1;DeviceName:sdb;SerialNumber:6GG0558J;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:2;DeviceName:sdc;SerialNumber:6EG0775R;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:3;DeviceName:sdd;SerialNumber:6FG04GBJ;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:4;DeviceName:sdf;SerialNumber:6GG06U6J;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:5;DeviceName:sde;SerialNumber:6EG07NRR;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:6;DeviceName:sdg;SerialNumber:6EG0ATWS;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:7;DeviceName:sdh;SerialNumber:6EG09BBJ;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:8;DeviceName:sdi;SerialNumber:6FG09TXK;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:9;DeviceName:sdj;SerialNumber:6FG09ERK;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:10;DeviceName:sdk;SerialNumber:6FG041YJ;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:11;DeviceName:sdl;SerialNumber:6EG0A03S;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:12;DeviceName:sdm;SerialNumber:6FG09P8K;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:13;DeviceName:sdn;SerialNumber:6EG0AGRS;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:14;DeviceName:sdo;SerialNumber:6EG07D7R;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:15;DeviceName:sdp;SerialNumber:6EG0ABLS;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:16;DeviceName:sdq;SerialNumber:6FG041LJ;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:17;DeviceName:sdr;SerialNumber:6EG0ETRJ;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:18;DeviceName:sds;SerialNumber:6EG0G4ES;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:19;DeviceName:sdt;SerialNumber:6EG0ELZJ;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:20;DeviceName:sdu;SerialNumber:6EG0ELHJ;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:21;DeviceName:sdv;SerialNumber:6EG0AEUS;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:22;DeviceName:sdw;SerialNumber:6EG09AEJ;Model:WUH721818ALE6L4 MediaType:HDD;EnclosureId:0;Slot:23;DeviceName:sdx;SerialNumber:6FG046UJ;Model:WUH721818ALE6L4,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P1_C2_D0  DIMM and reseat HBA card, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/Hoang Le,2024/3/22,10~17,Confirm Closed,Patrick Cox/patrick.cox,,,FOXCONN AMERICA,Whitley,,
1719604,MXX3170888,fdbd:dc61:17:191::23,2024/3/21,2024/3/22,S27S2-I8VD3B-US,S520-A5,USVACT_D_DH11-L-23,CPU,Y,N/A,Intel,110118100-187-G,Intel,110118100-187-G,73F781V900621,73HN727701152,CPU1,Machine Check Exception ( Uncorrectable ) SensorName:CPU1_Status;Status:0x8088,"1. This is a ByteDance CPU Failure ticket. 2. Replaced CPU0 and CPU1 and P1_C7_D0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/Hoang Le,2024/3/22,10~17,Confirm Closed,isaac.xu/isaac.xu,Escort says ticket is not approved to work on yet,,FOXCONN AMERICA,Whitley,,
1719604,MXX3170888,fdbd:dc61:17:191::23,2024/3/21,2024/3/22,S27S2-I8VD3B-US,S520-A5,USVACT_D_DH11-L-23,CPU,Y,N/A,Intel,110118100-187-G,Intel,110118100-187-G,73F781V900809,73HN727700744,CPU0,Machine Check Exception ( Uncorrectable ) SensorName:CPU0_Status;Status:0x8088,"1. This is a ByteDance CPU Failure ticket. 2. Replaced CPU0 and CPU1 and P1_C7_D0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/Hoang Le,2024/3/22,10~17,Confirm Closed,isaac.xu/isaac.xu,Escort says ticket is not approved to work on yet,,FOXCONN AMERICA,Whitley,,
1719604,MXX3170888,fdbd:dc61:17:191::23,2024/3/21,2024/3/22,S27S2-I8VD3B-US,S520-A5,USVACT_D_DH11-L-23,Memory,Y,N/A,Samsung,VN M393A8G40AB2-CWE 2234,Samsung,VN M393A8G40AB2-CWE 2250,H0S900023452DC4415,H0PO000250438FA6A4,P1_C7_D0,Uncorrectable ECC other uncorrectable memory error SensorName:P1_C7_D0_Status;Status:0x0280,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced CPU0 and CPU1 and P1_C7_D0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/Hoang Le,2024/3/22,10~17,Confirm Closed,isaac.xu/isaac.xu,Escort says ticket is not approved to work on yet,,FOXCONN AMERICA,Whitley,,
1830053,MXX3370372,fdbd:dc61:20:243::31,2024/3/20,2024/4/26,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M224-I-40,Ping,Y,N/A,Foxconn,02012YS00-600-G,Foxconn,02012YS00-600-G,02012YS00T0FHT0RM,02012YS00T0GID067,OS all IP unreachable,"OS all IP unreachable [tiansu]The server is not reachable for the past 16m, will require authorization for repair. Ticket is in (Asking owner to reboot) stage: Server will be rebooted after authorized to proceed. Ticket is in (Request business authorization repair) stage: Server will be undergoing maintenance after authorized to proceed. The server may be reinstalled during the maintenance process, which will cause the data of the disk to be lost. If you need special attention, please contact IDC oncall.","1. This is a ByteDance Ping Failure ticket. 2. Replaced motherboard, CPU0 and CPU1, and CPU1 heatsink, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/3/21,10~17,Confirm Closed,Richard Jang/richard.jang,New MB is DOA; showing DIMM errors on P1_C7_D0 and P1_C3_D0,Out of stock,FOXCONN AMERICA,Whitley,,
1750051,MXX3310039,fdbd:dc61:17:351::26,2024/3/22,2024/3/22,S27S2-I8VD3B-US,S520-A5,USVACT_D_DH12-J-23,Critical,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PCIE_Status,NMI/Diag Interrupt 79 | 11/10/2023 | 05:35:08 | Critical Interrupt PCIE_Status | NMI/Diag Interrupt | Asserted,"1. This is a ByteDance Critical Failure ticket. 2. Power drained the server, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/Hoang Le,2024/3/22,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1750092,MXX3190047,fdbd:dc61:17:201::13,2024/3/22,2024/3/22,S27S2-I8VD3B-US,S520-A5,USVACT_D_DH12-A-13,Disk,Y,N/A,Samsung,MZQL23T8HCLS-00B7C,Samsung,MZQL23T8HCLS-00B7C,S63UNJ0T901459,S63UNC0W201409,nvme1n1,NVME: Lost (in System lost but in lspci exist),"1. This is a ByteDance Disk Failure ticket. 2. Replaced nvme1, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/Hoang Le,2024/3/22,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1719604,MXX3170888,fdbd:dc61:17:191::23,2024/3/22,2024/3/22,S27S2-I8VD3B-US,S520-A5,USVACT_D_DH11-L-23,CPU,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CPU1,Machine Check Exception ( Uncorrectable ) SensorName:CPU1_Status;Status:0x8088,"1. This is a ByteDance CPU Failure ticket. 2. Replaced CPU0 and CPU1 and P1_C7_D0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/Hoang Le,2024/3/22,10~17,Confirm Closed,Patrick Cox/patrick.cox,,,FOXCONN AMERICA,Whitley,,
1719604,MXX3170888,fdbd:dc61:17:191::23,2024/3/22,2024/3/22,S27S2-I8VD3B-US,S520-A5,USVACT_D_DH11-L-23,CPU,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,CPU0,Machine Check Exception ( Uncorrectable ) SensorName:CPU0_Status;Status:0x8088,"1. This is a ByteDance CPU Failure ticket. 2. Replaced CPU0 and CPU1 and P1_C7_D0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/Hoang Le,2024/3/22,10~17,Confirm Closed,Patrick Cox/patrick.cox,,,FOXCONN AMERICA,Whitley,,
1719604,MXX3170888,fdbd:dc61:17:191::23,2024/3/22,2024/3/22,S27S2-I8VD3B-US,S520-A5,USVACT_D_DH11-L-23,Memory,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,P1_C7_D0,Uncorrectable ECC other uncorrectable memory error SensorName:P1_C7_D0_Status;Status:0x0280,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced CPU0 and CPU1 and P1_C7_D0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/Hoang Le,2024/3/22,10~17,Confirm Closed,Patrick Cox/patrick.cox,,,FOXCONN AMERICA,Whitley,,
1827407,MXX2450468,10.62.115.87,2024/3/18,2024/4/5,S19S2-I8VD2-US,G220-A5,USORD02_CSCH2_04-0400-0410-02-06,NIC (Daughterboard),Y,N/A,FOXCONN,10041KK00-600-G,FOXCONN,10041KK00-600-G,10041KK00TCXGO13L,10041KK00T0AIA01M,,,"1. This is a ByteDance NIC Failure ticket. 2. Replaced 2 nic and one kk board, then no error on the server. 3. Used Dora system and now the ticket is closed.",Anwaar Surangiwala,2024/3/24,,Confirm Closed,William Perkins/williamperkins,,,FOXCONN AMERICA,Whitley,,
1833062,MXX1410781,10.233.129.231,2024/3/25,2024/3/25,B04-BF65S1,AliServer-Thor2-04-2U,USVAASH_DRTP_P100-D-38,Memory,Y,N/A,Hynix,HMA84GR7CJR4N-VK,HYNIX,HMA84GR7CJR4N-VK,80AD02211623C51A9C,80AD012025840E1801,SKT1_CTR1_CH0_D0,Memory CE (Count) > Max (Kernel) CEDayCount: (535562) > 500000,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced SKT1_CTR1_CH0_D0 , then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/3/25,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN CHINA ,Purley,,
1833688,MXX1390510,10.190.192.177,2024/3/25,2024/3/25,B04-BF65S1,R-5112,USVAASH_DRTP_P212-E-45,Memory,Y,N/A,Hynix,HMA84GR7CJR4N-VK,Hynix,HMA84GR7CJR4N-VK,80AD02211623C5E822,80AD02202421807E79,SKT1_CTR1_CH2_D0(CPU1F0),Uncorrectable ECC other uncorrectable memory error EDAC MC3: 1 UE memory read error on CPU_SrcID#1_MC#1_Chan#2_DIMM#0 (channel:2 slot:0 page:0x5cbf931 offset:0xcc0 grain:32 - OVERFLOW err_code:0x0101:0x0092 socket:1 imc:1 rank:0 bg:1 ba:2 row:0x1ba8a col:0x98 retry_rd_err_log[0000a80f 00000000 02000400 04269000 0001ba8a] correrrcnt[0094 0000 0000 0000 0000 0000 0000 0000]),"1. This is a ByteDance DIMM Failure ticket. 2. Replaced CPU0 and SKT1_CTR1_CH2_D0, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/3/25,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN CHINA ,Purley,,
1776432,MXX3300078,fdbd:dc61:20:393::16,2024/3/25,2024/3/25,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M224-J-38,FAN,Y,N/A,NIDEC,R40W12BS5NB8-07T022,NIDEC,R40W12BS5NB8-07T022,N5033B02CA,N5037515CA,FAN9,"Speed Critical (Sensor) Speed:0.000,SensorStatus:cr; HourCount: (19) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced FAN9, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/3/25,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1776432,MXX3300078,fdbd:dc61:20:393::16,2024/3/25,2024/3/25,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M224-J-38,FAN,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FAN9,"Speed Critical (Sensor) Speed:0.000,SensorStatus:cr; HourCount: (19) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced FAN9, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/3/25,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1782815,MXX3300083,fdbd:dc61:20:409::20,2024/3/25,2024/3/25,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M224-K-35,FAN,Y,N/A,NIDEC,R40W12BS5NB8-07T022,NIDEC,R40W12BS5NB8-07T022,N5033A1KTA,　,FAN9,"Speed Critical (Sensor) Speed:0.000,SensorStatus:cr; HourCount: (20) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced FAN9, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/3/25,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1782815,MXX3300083,fdbd:dc61:20:409::20,2024/3/25,2024/3/25,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M224-K-35,FAN,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FAN9,"Speed Critical (Sensor) Speed:0.000,SensorStatus:cr; HourCount: (20) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced FAN9, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/3/25,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1780652,MXX3300030,fdbd:dc61:20:391::34,2024/3/25,2024/3/25,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M224-J-37,FAN,Y,N/A,DELTA,GFM0412SS-08,DELTA,GFM0412SS-08,GS1A022B200945,GS1A0237W13154,FAN9,"Speed Critical (Sensor) Speed:0.000,SensorStatus:cr; HourCount: (19) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced FAN9, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/3/25,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1780652,MXX3300030,fdbd:dc61:20:391::34,2024/3/25,2024/3/25,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M224-J-37,FAN,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FAN9,"Speed Critical (Sensor) Speed:0.000,SensorStatus:cr; HourCount: (19) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced FAN9, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/3/25,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1722697,MXX3150606,fdbd:dc61:18:131::21,2024/3/25,2024/3/25,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M124-D-23,Disk,Y,N/A,Western Digital,WUH721818ALE6L4,Western Digital,WUH721818ALE6L4,6GG0677R,4BKUHX0Z,13,Disk: Lost (Unrecognized),"1. This is a ByteDance Disk Failure ticket. 2. Replaced HDD13, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/3/25,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1795805,MXX3290237,fdbd:dc61:20:397::14,2024/3/25,2024/3/25,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M224-J-44,FAN,Y,N/A,DELTA,GFM0412SS-08,DELTA,GFM0412SS-08,GS1A022B201367,GS1A0237W14000,FAN9,"Speed Critical (Sensor) Speed:0.000,SensorStatus:cr; HourCount: (21) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced FAN9, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/3/25,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
